id,name,geography,census_id
3064,Crawford County,county,55023
3065,Dane County,county,55025
3066,Dodge County,county,55027
3067,Door County,county,55029
3068,Douglas County,county,55031
3069,Dunn County,county,55033
3070,Eau Claire County,county,55035
3071,Florence County,county,55037
3072,Fond du Lac County,county,55039
3073,Forest County,county,55041
3074,Grant County,county,55043
3075,Green County,county,55045
3076,Green Lake County,county,55047
3077,Iowa County,county,55049
3078,Iron County,county,55051
3079,Jackson County,county,55053
3080,Jefferson County,county,55055
3081,Juneau County,county,55057
3082,Kenosha County,county,55059
3083,Kewaunee County,county,55061
3084,La Crosse County,county,55063
3085,Lafayette County,county,55065
3086,Langlade County,county,55067
3087,Lincoln County,county,55069
3088,Manitowoc County,county,55071
3089,Marathon County,county,55073
3090,Marinette County,county,55075
3091,Marquette County,county,55077
3092,Menominee County,county,55078
3093,Milwaukee County,county,55079
3094,Monroe County,county,55081
3095,Oconto County,county,55083
3096,Oneida County,county,55085
3097,Outagamie County,county,55087
3098,Ozaukee County,county,55089
3099,Pepin County,county,55091
3100,Pierce County,county,55093
3101,Polk County,county,55095
3102,Portage County,county,55097
3103,Price County,county,55099
3104,Racine County,county,55101
3105,Richland County,county,55103
3106,Rock County,county,55105
3107,Rusk County,county,55107
3108,St. Croix County,county,55109
3109,Sauk County,county,55111
3110,Sawyer County,county,55113
3111,Shawano County,county,55115
3112,Sheboygan County,county,55117
3113,Taylor County,county,55119
3114,Trempealeau County,county,55121
3115,Vernon County,county,55123
3116,Vilas County,county,55125
3117,Walworth County,county,55127
3118,Washburn County,county,55129
3119,Washington County,county,55131
3120,Waukesha County,county,55133
3121,Waupaca County,county,55135
3122,Waushara County,county,55137
3123,Winnebago County,county,55139
3124,Wood County,county,55141
3125,Albany County,county,56001
3126,Big Horn County,county,56003
3127,Campbell County,county,56005
3128,Carbon County,county,56007
3129,Converse County,county,56009
3130,Crook County,county,56011
3131,Fremont County,county,56013
3132,Goshen County,county,56015
3133,Hot Springs County,county,56017
3134,Johnson County,county,56019
3135,Laramie County,county,56021
3136,Lincoln County,county,56023
3137,Natrona County,county,56025
3138,Niobrara County,county,56027
3139,Park County,county,56029
3140,Platte County,county,56031
3141,Sheridan County,county,56033
3142,Sublette County,county,56035
3143,Sweetwater County,county,56037
3144,Teton County,county,56039
3145,Uinta County,county,56041
3146,Washakie County,county,56043
3147,Weston County,county,56045
3148,"Florence-Muscle Shoals, AL",metro,22520
3149,"Huntsville, AL",metro,26620
3150,"Dothan, AL",metro,20020
3151,"Auburn-Opelika, AL",metro,12220
3152,"Mobile, AL",metro,33660
3153,"Anniston-Oxford, AL",metro,11500
3154,"Tuscaloosa, AL",metro,46220
3155,"Birmingham-Hoover, AL",metro,13820
3156,"Decatur, AL",metro,19460
3157,"Montgomery, AL",metro,33860
3158,"Gadsden, AL",metro,23460
3159,"Fairbanks, AK",metro,21820
3160,"Anchorage, AK",metro,11260
3161,"Phoenix-Mesa-Glendale, AZ",metro,38060
3162,"Yuma, AZ",metro,49740
3163,"Flagstaff, AZ",metro,22380
3164,"Lake Havasu City-Kingman, AZ",metro,29420
3165,"Prescott, AZ",metro,39140
3166,"Tucson, AZ",metro,46060
3167,"Jonesboro, AR",metro,27860
3168,"Pine Bluff, AR",metro,38220
3169,"Hot Springs, AR",metro,26300
3170,"Fayetteville-Springdale-Rogers, AR-MO",metro,22220
3171,"Fort Smith, AR-OK",metro,22900
3172,"Little Rock-North Little Rock-Conway, AR",metro,30780
3173,"Visalia-Porterville, CA",metro,47300
3174,"El Centro, CA",metro,20940
3175,"Madera-Chowchilla, CA",metro,31460
3176,"Modesto, CA",metro,33700
3177,"Yuba City, CA",metro,49700
3178,"Bakersfield-Delano, CA",metro,12540
3179,"Chico, CA",metro,17020
3180,"Napa, CA",metro,34900
3181,"San Luis Obispo-Paso Robles, CA",metro,42020
3182,"Los Angeles-Long Beach-Santa Ana, CA",metro,31100
3183,"Salinas, CA",metro,41500
3184,"Sacramento--Arden-Arcade--Roseville, CA",metro,40900
3185,"Stockton, CA",metro,44700
3186,"Merced, CA",metro,32900
3187,"San Diego-Carlsbad-San Marcos, CA",metro,41740
3188,"Hanford-Corcoran, CA",metro,25260
3189,"Riverside-San Bernardino-Ontario, CA",metro,40140
3190,"Vallejo-Fairfield, CA",metro,46700
3191,"Fresno, CA",metro,23420
3192,"San Francisco-Oakland-Fremont, CA",metro,41860
3193,"San Jose-Sunnyvale-Santa Clara, CA",metro,41940
3194,"Santa Barbara-Santa Maria-Goleta, CA",metro,42060
3195,"Oxnard-Thousand Oaks-Ventura, CA",metro,37100
3196,"Santa Cruz-Watsonville, CA",metro,42100
3197,"Santa Rosa-Petaluma, CA",metro,42220
3198,"Redding, CA",metro,39820
3199,"Greeley, CO",metro,24540
3200,"Pueblo, CO",metro,39380
3201,"Grand Junction, CO",metro,24300
3202,"Fort Collins-Loveland, CO",metro,22660
3203,"Denver-Aurora-Broomfield, CO",metro,19740
3204,"Boulder, CO",metro,14500
3205,"Colorado Springs, CO",metro,17820
3206,"Norwich-New London, CT",metro,35980
3207,"Hartford-West Hartford-East Hartford, CT",metro,25540
3208,"New Haven-Milford, CT",metro,35300
3209,"Bridgeport-Stamford-Norwalk, CT",metro,14860
3210,"Dover, DE",metro,20100
3211,"Washington-Arlington-Alexandria, DC-VA-MD-WV",metro,47900
3212,"Tallahassee, FL",metro,45220
3213,"Punta Gorda, FL",metro,39460
3214,"Port St. Lucie, FL",metro,38940
3215,"Gainesville, FL",metro,23540
3216,"Crestview-Fort Walton Beach-Destin, FL",metro,18880
3217,"Lakeland-Winter Haven, FL",metro,29460
3218,"North Port-Bradenton-Sarasota, FL",metro,35840
3219,"Palm Bay-Melbourne-Titusville, FL",metro,37340
3220,"Tampa-St. Petersburg-Clearwater, FL",metro,45300
3221,"Jacksonville, FL",metro,27260
3222,"Deltona-Daytona Beach-Ormond Beach, FL",metro,19660
3223,"Pensacola-Ferry Pass-Brent, FL",metro,37860
3224,"Naples-Marco Island, FL",metro,34940
3225,"Cape Coral-Fort Myers, FL",metro,15980
3226,"Sebastian-Vero Beach, FL",metro,42680
3227,"Orlando-Kissimmee-Sanford, FL",metro,36740
3228,"Palm Coast, FL",metro,37380
3229,"Panama City-Lynn Haven-Panama City Beach, FL",metro,37460
3230,"Ocala, FL",metro,36100
3231,"Miami-Fort Lauderdale-Pompano Beach, FL",metro,33100
3232,"Albany, GA",metro,10500
3233,"Dalton, GA",metro,19140
3234,"Brunswick, GA",metro,15260
3235,"Rome, GA",metro,40660
3236,"Columbus, GA-AL",metro,17980
3237,"Atlanta-Sandy Springs-Marietta, GA",metro,12060
3238,"Savannah, GA",metro,42340
3239,"Macon, GA",metro,31420
3240,"Gainesville, GA",metro,23580
3241,"Athens-Clarke County, GA",metro,12020
3242,"Augusta-Richmond County, GA-SC",metro,12260
3243,"Hinesville-Fort Stewart, GA",metro,25980
3244,"Warner Robins, GA",metro,47580
3245,"Valdosta, GA",metro,46660
3246,"Honolulu, HI",metro,26180
3247,"Pocatello, ID",metro,38540
3248,"Boise City-Nampa, ID",metro,14260
3249,"Lewiston, ID-WA",metro,30300
3250,"Idaho Falls, ID",metro,26820
3251,"Coeur d'Alene, ID",metro,17660
3252,"Rockford, IL",metro,40420
3253,"Chicago-Joliet-Naperville, IL-IN-WI",metro,16980
3254,"Bloomington-Normal, IL",metro,14060
3255,"Springfield, IL",metro,44100
3256,"Danville, IL",metro,19180
3257,"Kankakee-Bradley, IL",metro,28100
3258,"Peoria, IL",metro,37900
3259,"Decatur, IL",metro,19500
3260,"Champaign-Urbana, IL",metro,16580
3261,"Fort Wayne, IN",metro,23060
3262,"Terre Haute, IN",metro,45460
3263,"Evansville, IN-KY",metro,21780
3264,"South Bend-Mishawaka, IN-MI",metro,43780
3265,"Michigan City-La Porte, IN",metro,33140
3266,"Anderson, IN",metro,11300
3267,"Columbus, IN",metro,18020
3268,"Lafayette, IN",metro,29140
3269,"Elkhart-Goshen, IN",metro,21140
3270,"Indianapolis-Carmel, IN",metro,26900
3271,"Muncie, IN",metro,34620
3272,"Kokomo, IN",metro,29020
3273,"Bloomington, IN",metro,14020
3274,"Waterloo-Cedar Falls, IA",metro,47940
3275,"Davenport-Moline-Rock Island, IA-IL",metro,19340
3276,"Ames, IA",metro,11180
3277,"Sioux City, IA-NE-SD",metro,43580
3278,"Des Moines-West Des Moines, IA",metro,19780
3279,"Cedar Rapids, IA",metro,16300
3280,"Dubuque, IA",metro,20220
3281,"Iowa City, IA",metro,26980
3282,"Topeka, KS",metro,45820
3283,"Wichita, KS",metro,48620
3284,"Lawrence, KS",metro,29940
3285,"Manhattan, KS",metro,31740
3286,"Bowling Green, KY",metro,14540
3287,"Elizabethtown, KY",metro,21060
3288,"Louisville/Jefferson County, KY-IN",metro,31140
3289,"Owensboro, KY",metro,36980
3290,"Lexington-Fayette, KY",metro,30460
3291,"Lafayette, LA",metro,29180
3292,"Baton Rouge, LA",metro,12940
3293,"Shreveport-Bossier City, LA",metro,43340
3294,"New Orleans-Metairie-Kenner, LA",metro,35380
3295,"Lake Charles, LA",metro,29340
3296,"Monroe, LA",metro,33740
3297,"Alexandria, LA",metro,10780
3298,"Houma-Bayou Cane-Thibodaux, LA",metro,26380
3299,"Lewiston-Auburn, ME",metro,30340
3300,"Portland-South Portland-Biddeford, ME",metro,38860
3301,"Bangor, ME",metro,12620
3302,"Cumberland, MD-WV",metro,19060
3303,"Salisbury, MD",metro,41540
3304,"Hagerstown-Martinsburg, MD-WV",metro,25180
3305,"Baltimore-Towson, MD",metro,12580
3306,"Boston-Cambridge-Quincy, MA-NH",metro,14460
3307,"Pittsfield, MA",metro,38340
3308,"Barnstable Town, MA",metro,12700
3309,"Springfield, MA",metro,44140
3310,"Worcester, MA",metro,49340
3311,"Monroe, MI",metro,33780
3312,"Niles-Benton Harbor, MI",metro,35660
3313,"Jackson, MI",metro,27100
3314,"Holland-Grand Haven, MI",metro,26100
3315,"Grand Rapids-Wyoming, MI",metro,24340
3316,"Kalamazoo-Portage, MI",metro,28020
3317,"Lansing-East Lansing, MI",metro,29620
3318,"Muskegon-Norton Shores, MI",metro,34740
3319,"Battle Creek, MI",metro,12980
3320,"Ann Arbor, MI",metro,11460
3321,"Flint, MI",metro,22420
3322,"Bay City, MI",metro,13020
3323,"Saginaw-Saginaw Township North, MI",metro,40980
3324,"Detroit-Warren-Livonia, MI",metro,19820
3325,"St. Cloud, MN",metro,41060
3326,"Mankato-North Mankato, MN",metro,31860
3327,"Rochester, MN",metro,40340
3328,"Minneapolis-St. Paul-Bloomington, MN-WI",metro,33460
3329,"Duluth, MN-WI",metro,20260
3330,"Hattiesburg, MS",metro,25620
3331,"Jackson, MS",metro,27140
3332,"Pascagoula, MS",metro,37700
3333,"Gulfport-Biloxi, MS",metro,25060
3334,"Cape Girardeau-Jackson, MO-IL",metro,16020
3335,"St. Louis, MO-IL",metro,41180
3336,"Jefferson City, MO",metro,27620
3337,"St. Joseph, MO-KS",metro,41140
3338,"Springfield, MO",metro,44180
3339,"Columbia, MO",metro,17860
3340,"Joplin, MO",metro,27900
3341,"Kansas City, MO-KS",metro,28140
3342,"Billings, MT",metro,13740
3343,"Missoula, MT",metro,33540
3344,"Great Falls, MT",metro,24500
3345,"Omaha-Council Bluffs, NE-IA",metro,36540
3346,"Lincoln, NE",metro,30700
3347,"Carson City, NV",metro,16180
3348,"Las Vegas-Paradise, NV",metro,29820
3349,"Reno-Sparks, NV",metro,39900
3350,"Manchester-Nashua, NH",metro,31700
3351,"Ocean City, NJ",metro,36140
3352,"Trenton-Ewing, NJ",metro,45940
3353,"Vineland-Millville-Bridgeton, NJ",metro,47220
3354,"Atlantic City-Hammonton, NJ",metro,12100
3355,"Las Cruces, NM",metro,29740
3356,"Farmington, NM",metro,22140
3357,"Santa Fe, NM",metro,42140
3358,"Albuquerque, NM",metro,10740
3359,"Albany-Schenectady-Troy, NY",metro,10580
3360,"Poughkeepsie-Newburgh-Middletown, NY",metro,39100
3361,"Elmira, NY",metro,21300
3362,"Glens Falls, NY",metro,24020
3363,"Syracuse, NY",metro,45060
3364,"Rochester, NY",metro,40380
3365,"Kingston, NY",metro,28740
3366,"Buffalo-Niagara Falls, NY",metro,15380
3367,"Utica-Rome, NY",metro,46540
3368,"Binghamton, NY",metro,13780
3369,"Ithaca, NY",metro,27060
3370,"New York-Northern New Jersey-Long Island, NY-NJ-PA",metro,35620
3371,"Fayetteville, NC",metro,22180
3372,"Raleigh-Cary, NC",metro,39580
3373,"Burlington, NC",metro,15500
3374,"Greenville, NC",metro,24780
3375,"Greensboro-High Point, NC",metro,24660
3376,"Rocky Mount, NC",metro,40580
3377,"Durham-Chapel Hill, NC",metro,20500
3378,"Goldsboro, NC",metro,24140
3379,"Hickory-Lenoir-Morganton, NC",metro,25860
3380,"Jacksonville, NC",metro,27340
3381,"Asheville, NC",metro,11700
3382,"Charlotte-Gastonia-Rock Hill, NC-SC",metro,16740
3383,"Winston-Salem, NC",metro,49180
3384,"Wilmington, NC",metro,48900
3385,"Bismarck, ND",metro,13900
3386,"Grand Forks, ND-MN",metro,24220
3387,"Fargo, ND-MN",metro,22020
3388,"Lima, OH",metro,30620
3389,"Springfield, OH",metro,44220
3390,"Cincinnati-Middletown, OH-KY-IN",metro,17140
3391,"Cleveland-Elyria-Mentor, OH",metro,17460
3392,"Columbus, OH",metro,18140
3393,"Canton-Massillon, OH",metro,15940
3394,"Akron, OH",metro,10420
3395,"Toledo, OH",metro,45780
3396,"Mansfield, OH",metro,31900
3397,"Steubenville-Weirton, OH-WV",metro,44600
3398,"Dayton, OH",metro,19380
3399,"Sandusky, OH",metro,41780
3400,"Youngstown-Warren-Boardman, OH-PA",metro,49660
3401,"Lawton, OK",metro,30020
3402,"Oklahoma City, OK",metro,36420
3403,"Tulsa, OK",metro,46140
3404,"Salem, OR",metro,41420
3405,"Portland-Vancouver-Hillsboro, OR-WA",metro,38900
3406,"Bend, OR",metro,13460
3407,"Corvallis, OR",metro,18700
3408,"Medford, OR",metro,32780
3409,"Eugene-Springfield, OR",metro,21660
3410,"Lancaster, PA",metro,29540
3411,"Erie, PA",metro,21500
3412,"Harrisburg-Carlisle, PA",metro,25420
3413,"Lebanon, PA",metro,30140
3414,"Altoona, PA",metro,11020
3415,"Reading, PA",metro,39740
3416,"State College, PA",metro,44300
3417,"Scranton--Wilkes-Barre, PA",metro,42540
3418,"Allentown-Bethlehem-Easton, PA-NJ",metro,10900
3419,"York-Hanover, PA",metro,49620
3420,"Pittsburgh, PA",metro,38300
3421,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",metro,37980
3422,"Johnstown, PA",metro,27780
3423,"Williamsport, PA",metro,48700
3424,"Providence-New Bedford-Fall River, RI-MA",metro,39300
3425,"Florence, SC",metro,22500
3426,"Sumter, SC",metro,44940
3427,"Spartanburg, SC",metro,43900
3428,"Columbia, SC",metro,17900
3429,"Myrtle Beach-North Myrtle Beach-Conway, SC",metro,34820
3430,"Charleston-North Charleston-Summerville, SC",metro,16700
3431,"Greenville-Mauldin-Easley, SC",metro,24860
3432,"Anderson, SC",metro,11340
3433,"Sioux Falls, SD",metro,43620
3434,"Rapid City, SD",metro,39660
3435,"Clarksville, TN-KY",metro,17300
3436,"Cleveland, TN",metro,17420
3437,"Chattanooga, TN-GA",metro,16860
3438,"Knoxville, TN",metro,28940
3439,"Nashville-Davidson--Murfreesboro--Franklin, TN",metro,34980
3440,"Memphis, TN-MS-AR",metro,32820
3441,"Jackson, TN",metro,27180
3442,"Morristown, TN",metro,34100
3443,"Kingsport-Bristol-Bristol, TN-VA",metro,28700
3444,"Johnson City, TN",metro,27740
3445,"College Station-Bryan, TX",metro,17780
3446,"El Paso, TX",metro,21340
3447,"Lubbock, TX",metro,31180
3448,"Corpus Christi, TX",metro,18580
3449,"Wichita Falls, TX",metro,48660
3450,"Abilene, TX",metro,10180
3451,"Killeen-Temple-Fort Hood, TX",metro,28660
3452,"Longview, TX",metro,30980
3453,"Victoria, TX",metro,47020
3454,"Houston-Sugar Land-Baytown, TX",metro,26420
3455,"Austin-Round Rock-San Marcos, TX",metro,12420
3456,"Odessa, TX",metro,36220
3457,"Beaumont-Port Arthur, TX",metro,13140
3458,"Waco, TX",metro,47380
3459,"Dallas-Fort Worth-Arlington, TX",metro,19100
3460,"Amarillo, TX",metro,11100
3461,"Brownsville-Harlingen, TX",metro,15180
3462,"San Antonio-New Braunfels, TX",metro,41700
3463,"Tyler, TX",metro,46340
3464,"Sherman-Denison, TX",metro,43300
3465,"McAllen-Edinburg-Mission, TX",metro,32580
3466,"San Angelo, TX",metro,41660
3467,"Texarkana, TX-Texarkana, AR",metro,45500
3468,"Laredo, TX",metro,29700
3469,"Midland, TX",metro,33260
3470,"Ogden-Clearfield, UT",metro,36260
3471,"St. George, UT",metro,41100
3472,"Logan, UT-ID",metro,30860
3473,"Salt Lake City, UT",metro,41620
3474,"Provo-Orem, UT",metro,39340
3475,"Burlington-South Burlington, VT",metro,15540
3476,"Winchester, VA-WV",metro,49020
3477,"Virginia Beach-Norfolk-Newport News, VA-NC",metro,47260
3478,"Roanoke, VA",metro,40220
3479,"Blacksburg-Christiansburg-Radford, VA",metro,13980
3480,"Richmond, VA",metro,40060
3481,"Charlottesville, VA",metro,16820
3482,"Harrisonburg, VA",metro,25500
3483,"Danville, VA",metro,19260
3484,"Lynchburg, VA",metro,31340
3485,"Mount Vernon-Anacortes, WA",metro,34580
3486,"Kennewick-Pasco-Richland, WA",metro,28420
3487,"Olympia, WA",metro,36500
3488,"Bellingham, WA",metro,13380
3489,"Longview, WA",metro,31020
3490,"Yakima, WA",metro,49420
3491,"Spokane, WA",metro,44060
3492,"Bremerton-Silverdale, WA",metro,14740
3493,"Seattle-Tacoma-Bellevue, WA",metro,42660
3494,"Wenatchee-East Wenatchee, WA",metro,48300
3495,"Parkersburg-Marietta-Vienna, WV-OH",metro,37620
3496,"Wheeling, WV-OH",metro,48540
3497,"Huntington-Ashland, WV-KY-OH",metro,26580
3498,"Morgantown, WV",metro,34060
3499,"Charleston, WV",metro,16620
3500,"Fond du Lac, WI",metro,22540
3501,"Janesville, WI",metro,27500
3502,"Madison, WI",metro,31540
3503,"Racine, WI",metro,39540
3504,"Appleton, WI",metro,11540
3505,"La Crosse, WI-MN",metro,29100
3506,"Wausau, WI",metro,48140
3507,"Eau Claire, WI",metro,20740
3508,"Green Bay, WI",metro,24580
3509,"Oshkosh-Neenah, WI",metro,36780
3510,"Milwaukee-Waukesha-West Allis, WI",metro,33340
3511,"Sheboygan, WI",metro,43100
3512,"Cheyenne, WY",metro,16940
3513,"Casper, WY",metro,16220
3514,Alabama,state,1
3515,Alaska,state,2
3516,Arizona,state,4
3517,Arkansas,state,5
3518,California,state,6
3519,Colorado,state,8
3520,Connecticut,state,9
3521,Delaware,state,10
3522,District of Columbia,state,11
3523,Florida,state,12
3524,Georgia,state,13
3525,Hawaii,state,15
3526,Idaho,state,16
3527,Illinois,state,17
3528,Indiana,state,18
3529,Iowa,state,19
3530,Kansas,state,20
3531,Kentucky,state,21
3532,Louisiana,state,22
3533,Maine,state,23
3534,Maryland,state,24
3535,Massachusetts,state,25
3536,Michigan,state,26
3537,Minnesota,state,27
3538,Mississippi,state,28
3539,Missouri,state,29
3540,Montana,state,30
3541,Nebraska,state,31
3542,Nevada,state,32
3543,New Hampshire,state,33
3544,New Jersey,state,34
3545,New Mexico,state,35
3546,New York,state,36
3547,North Carolina,state,37
3548,North Dakota,state,38
3549,Ohio,state,39
3550,Oklahoma,state,40
3551,Oregon,state,41
3552,Pennsylvania,state,42
3553,Rhode Island,state,44
3554,South Carolina,state,45
3555,South Dakota,state,46
3556,Tennessee,state,47
3557,Texas,state,48
3558,Utah,state,49
3559,Vermont,state,50
3560,Virginia,state,51
3561,Washington,state,53
3562,West Virginia,state,54
3563,Wisconsin,state,55
3564,Wyoming,state,56
3565,National Landscape,state,999999
